Type,Value
logit_lens_attn_out_0,-0.016055047512054443
logit_lens_attn_out_1,0.0
logit_lens_attn_out_2,-0.018348634243011475
logit_lens_attn_out_3,-0.10091742873191833
logit_lens_attn_out_4,0.0022935867309570312
logit_lens_attn_out_5,-0.03669723868370056
logit_lens_attn_out_6,-0.02522936463356018
logit_lens_attn_out_7,0.03211009502410889
logit_lens_attn_out_8,0.0458715558052063
logit_lens_attn_out_9,0.03899085521697998
logit_lens_attn_out_10,0.0
logit_lens_attn_out_11,0.07339447736740112
logit_lens_attn_out_12,-0.020642191171646118
logit_lens_attn_out_13,0.03899085521697998
logit_lens_attn_out_14,0.03211009502410889
logit_lens_attn_out_15,0.14449542760849
logit_lens_attn_out_16,0.05733942985534668
logit_lens_attn_out_17,-0.08256879448890686
logit_lens_attn_out_18,0.13302749395370483
logit_lens_attn_out_19,0.1582568883895874
logit_lens_attn_out_20,0.16972476243972778
logit_lens_attn_out_21,0.12614679336547852
logit_lens_attn_out_22,0.0917431116104126
logit_lens_attn_out_23,-0.013761460781097412
logit_lens_attn_out_24,0.2247706651687622
logit_lens_attn_out_25,0.24082571268081665
logit_lens_attn_out_26,0.12155961990356445
logit_lens_attn_out_27,0.07110089063644409
logit_lens_attn_out_28,0.21559631824493408
logit_lens_attn_out_29,0.2821100950241089
logit_lens_attn_out_30,0.2637614607810974
logit_lens_attn_out_31,0.25229358673095703
