Head,Value
logit_lens_head_out_L0H0,-0.004587143659591675
logit_lens_head_out_L0H1,-0.020642191171646118
logit_lens_head_out_L0H2,0.01146787405014038
logit_lens_head_out_L0H3,-0.009174317121505737
logit_lens_head_out_L0H4,-0.004587143659591675
logit_lens_head_out_L0H5,0.0045871734619140625
logit_lens_head_out_L0H6,0.029816508293151855
logit_lens_head_out_L0H7,-0.013761460781097412
logit_lens_head_out_L0H8,-0.018348634243011475
logit_lens_head_out_L0H9,-0.04816514253616333
logit_lens_head_out_L0H10,-0.004587143659591675
logit_lens_head_out_L0H11,-0.055045872926712036
logit_lens_head_out_L0H12,0.0045871734619140625
logit_lens_head_out_L0H13,0.01146787405014038
logit_lens_head_out_L0H14,-0.0022935867309570312
logit_lens_head_out_L0H15,0.00917428731918335
logit_lens_head_out_L0H16,0.01146787405014038
logit_lens_head_out_L0H17,0.022935807704925537
logit_lens_head_out_L0H18,-0.029816508293151855
logit_lens_head_out_L0H19,-0.02522936463356018
logit_lens_head_out_L0H20,0.03669726848602295
logit_lens_head_out_L0H21,0.0022935867309570312
logit_lens_head_out_L0H22,-0.06192660331726074
logit_lens_head_out_L0H23,0.0022935867309570312
logit_lens_head_out_L0H24,-0.004587143659591675
logit_lens_head_out_L0H25,-0.041284412145614624
logit_lens_head_out_L0H26,-0.013761460781097412
logit_lens_head_out_L0H27,0.01146787405014038
logit_lens_head_out_L0H28,-0.009174317121505737
logit_lens_head_out_L0H29,0.0458715558052063
logit_lens_head_out_L0H30,0.006880760192871094
logit_lens_head_out_L0H31,0.01146787405014038
logit_lens_head_out_L1H0,-0.027522921562194824
logit_lens_head_out_L1H1,-0.020642191171646118
logit_lens_head_out_L1H2,-0.0458715558052063
logit_lens_head_out_L1H3,-0.04357796907424927
logit_lens_head_out_L1H4,-0.03211009502410889
logit_lens_head_out_L1H5,-0.03669723868370056
logit_lens_head_out_L1H6,0.027522921562194824
logit_lens_head_out_L1H7,0.022935807704925537
logit_lens_head_out_L1H8,-0.02522936463356018
logit_lens_head_out_L1H9,-0.02293577790260315
logit_lens_head_out_L1H10,-0.011467903852462769
logit_lens_head_out_L1H11,0.01146787405014038
logit_lens_head_out_L1H12,0.020642220973968506
logit_lens_head_out_L1H13,-0.016055047512054443
logit_lens_head_out_L1H14,0.03211009502410889
logit_lens_head_out_L1H15,-0.02293577790260315
logit_lens_head_out_L1H16,-0.006880730390548706
logit_lens_head_out_L1H17,-0.02293577790260315
logit_lens_head_out_L1H18,0.03440368175506592
logit_lens_head_out_L1H19,0.016055047512054443
logit_lens_head_out_L1H20,-0.0022935867309570312
logit_lens_head_out_L1H21,-0.03669723868370056
logit_lens_head_out_L1H22,0.01146787405014038
logit_lens_head_out_L1H23,-0.03899082541465759
logit_lens_head_out_L1H24,0.029816508293151855
logit_lens_head_out_L1H25,-0.004587143659591675
logit_lens_head_out_L1H26,0.03440368175506592
logit_lens_head_out_L1H27,-0.05733945965766907
logit_lens_head_out_L1H28,-0.06880733370780945
logit_lens_head_out_L1H29,-0.041284412145614624
logit_lens_head_out_L1H30,0.0045871734619140625
logit_lens_head_out_L1H31,-0.05045872926712036
logit_lens_head_out_L2H0,-0.041284412145614624
logit_lens_head_out_L2H1,0.016055047512054443
logit_lens_head_out_L2H2,0.0045871734619140625
logit_lens_head_out_L2H3,-0.03669723868370056
logit_lens_head_out_L2H4,0.016055047512054443
logit_lens_head_out_L2H5,0.0045871734619140625
logit_lens_head_out_L2H6,0.025229334831237793
logit_lens_head_out_L2H7,-0.004587143659591675
logit_lens_head_out_L2H8,-0.0458715558052063
logit_lens_head_out_L2H9,-0.009174317121505737
logit_lens_head_out_L2H10,-0.013761460781097412
logit_lens_head_out_L2H11,-0.006880730390548706
logit_lens_head_out_L2H12,-0.004587143659591675
logit_lens_head_out_L2H13,-0.02522936463356018
logit_lens_head_out_L2H14,-0.009174317121505737
logit_lens_head_out_L2H15,-0.009174317121505737
logit_lens_head_out_L2H16,-0.018348634243011475
logit_lens_head_out_L2H17,-0.03669723868370056
logit_lens_head_out_L2H18,0.006880760192871094
logit_lens_head_out_L2H19,0.006880760192871094
logit_lens_head_out_L2H20,0.016055047512054443
logit_lens_head_out_L2H21,0.018348634243011475
logit_lens_head_out_L2H22,0.018348634243011475
logit_lens_head_out_L2H23,0.0
logit_lens_head_out_L2H24,0.013761460781097412
logit_lens_head_out_L2H25,-0.055045872926712036
logit_lens_head_out_L2H26,-0.020642191171646118
logit_lens_head_out_L2H27,-0.03669723868370056
logit_lens_head_out_L2H28,-0.03440368175506592
logit_lens_head_out_L2H29,0.03669726848602295
logit_lens_head_out_L2H30,-0.02522936463356018
logit_lens_head_out_L2H31,-0.011467903852462769
logit_lens_head_out_L3H0,-0.0022935867309570312
logit_lens_head_out_L3H1,-0.009174317121505737
logit_lens_head_out_L3H2,0.022935807704925537
logit_lens_head_out_L3H3,-0.004587143659591675
logit_lens_head_out_L3H4,0.00917428731918335
logit_lens_head_out_L3H5,0.0022935867309570312
logit_lens_head_out_L3H6,-0.009174317121505737
logit_lens_head_out_L3H7,0.03899085521697998
logit_lens_head_out_L3H8,-0.08715596795082092
logit_lens_head_out_L3H9,-0.020642191171646118
logit_lens_head_out_L3H10,0.00917428731918335
logit_lens_head_out_L3H11,-0.03211009502410889
logit_lens_head_out_L3H12,-0.03211009502410889
logit_lens_head_out_L3H13,-0.020642191171646118
logit_lens_head_out_L3H14,-0.006880730390548706
logit_lens_head_out_L3H15,-0.02522936463356018
logit_lens_head_out_L3H16,0.03669726848602295
logit_lens_head_out_L3H17,-0.011467903852462769
logit_lens_head_out_L3H18,-0.0986238420009613
logit_lens_head_out_L3H19,0.0022935867309570312
logit_lens_head_out_L3H20,-0.04357796907424927
logit_lens_head_out_L3H21,-0.03211009502410889
logit_lens_head_out_L3H22,-0.03211009502410889
logit_lens_head_out_L3H23,0.0
logit_lens_head_out_L3H24,-0.03899082541465759
logit_lens_head_out_L3H25,-0.011467903852462769
logit_lens_head_out_L3H26,0.0022935867309570312
logit_lens_head_out_L3H27,-0.004587143659591675
logit_lens_head_out_L3H28,-0.03211009502410889
logit_lens_head_out_L3H29,-0.009174317121505737
logit_lens_head_out_L3H30,-0.006880730390548706
logit_lens_head_out_L3H31,-0.016055047512054443
logit_lens_head_out_L4H0,0.03899085521697998
logit_lens_head_out_L4H1,-0.055045872926712036
logit_lens_head_out_L4H2,-0.03440368175506592
logit_lens_head_out_L4H3,-0.03211009502410889
logit_lens_head_out_L4H4,-0.029816508293151855
logit_lens_head_out_L4H5,0.0045871734619140625
logit_lens_head_out_L4H6,-0.03440368175506592
logit_lens_head_out_L4H7,0.05963301658630371
logit_lens_head_out_L4H8,0.0022935867309570312
logit_lens_head_out_L4H9,0.027522921562194824
logit_lens_head_out_L4H10,-0.04816514253616333
logit_lens_head_out_L4H11,-0.011467903852462769
logit_lens_head_out_L4H12,-0.009174317121505737
logit_lens_head_out_L4H13,-0.018348634243011475
logit_lens_head_out_L4H14,0.013761460781097412
logit_lens_head_out_L4H15,0.04816514253616333
logit_lens_head_out_L4H16,0.013761460781097412
logit_lens_head_out_L4H17,0.006880760192871094
logit_lens_head_out_L4H18,-0.004587143659591675
logit_lens_head_out_L4H19,0.027522921562194824
logit_lens_head_out_L4H20,-0.018348634243011475
logit_lens_head_out_L4H21,0.03211009502410889
logit_lens_head_out_L4H22,-0.018348634243011475
logit_lens_head_out_L4H23,0.0022935867309570312
logit_lens_head_out_L4H24,0.0022935867309570312
logit_lens_head_out_L4H25,0.006880760192871094
logit_lens_head_out_L4H26,-0.03669723868370056
logit_lens_head_out_L4H27,0.025229334831237793
logit_lens_head_out_L4H28,0.01146787405014038
logit_lens_head_out_L4H29,-0.006880730390548706
logit_lens_head_out_L4H30,-0.009174317121505737
